Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
2114.45,1,19.0,2,0,0,58,11,1,0
2198.5678118813757,1,20.720195257480064,1,0,2,55,1,0,1
306.96,1,7.0,1,0,0,85,12,3,0
2258.49,4,10.0,1,5,0,107,13,4,0
2761.806984645463,1,10.505265728528052,1,4,1,13,9,3,1
3788.45,0,16.0,0,1,0,78,4,1,0
1450.57,1,23.0,1,2,2,106,11,3,0
2718.25,0,4.0,2,0,1,92,12,3,0
625.06,2,2.0,1,5,3,30,8,1,0
957.5649966133969,2,8.450872130057082,1,3,2,101,8,3,1
2014.38,3,4.0,1,3,0,8,12,3,0
3882.77,1,23.0,2,2,1,90,6,1,0
4658.71,3,5.0,0,4,0,115,11,0,0
772.0432952098208,2,7.941400921269552,0,2,1,79,5,3,1
3779.11,3,4.0,0,1,3,56,13,4,0
581.8863818801727,3,9.334045299568007,1,1,3,10,12,0,1
2854.8661429279364,2,4.277319923472252,0,5,2,39,7,3,1
4521.6208343063945,1,2.550413798726415,0,3,0,65,2,3,1
3890.070464972948,3,8.89581154552605,2,1,0,9,5,4,1
3518.412664379143,1,7.341154451641134,0,1,2,35,5,3,1
424.32280493276227,1,1.6332265174093559,1,0,1,8,8,0,1
1884.9430321476716,4,20.716473558964665,1,1,1,77,2,0,1
686.8670042869439,2,11.03217964175126,1,3,2,53,14,3,1
4513.07,3,13.0,0,3,1,9,1,1,0
2469.59,2,5.0,2,5,3,87,9,3,0
3766.8207377485255,1,7.738246910312679,1,6,1,59,5,0,1
923.14,3,4.0,0,1,4,49,13,0,0
1904.42,3,15.0,2,3,1,38,14,3,0
4183.2,4,20.0,0,7,4,35,4,5,0
2269.1756564773673,2,11.940272134552158,1,5,4,23,7,1,1
4206.29,4,8.0,1,5,0,58,9,4,0
4315.28,0,7.0,0,6,3,32,14,4,0
809.48,3,20.0,1,3,4,2,6,1,1
4495.53,0,1.0,2,6,2,19,5,3,0
2613.2,1,17.0,1,7,3,70,1,4,0
3521.46,0,17.0,2,3,4,96,1,1,0
37.90903942266515,4,17.72652569640343,0,4,2,34,4,0,1
307.74,4,15.0,2,2,0,57,2,1,0
738.43,2,5.0,4,6,1,85,1,1,0
3768.1715732154744,0,1.2431803922169724,1,0,0,94,4,2,1
1561.19,2,11.0,2,5,4,49,2,3,0
4844.86,2,11.0,2,3,2,31,1,4,0
4654.8195924444,1,5.392029579594682,3,4,1,16,7,4,1
567.6360691795364,2,21.71295344945822,3,4,2,44,6,3,1
4244.503927932951,0,22.267073343722686,1,1,1,85,8,3,1
1154.73383356954,3,9.37095743276762,0,2,2,42,2,0,1
173.59473480839074,1,12.803729618484336,1,2,1,2,10,0,1
2046.31,1,20.0,0,5,0,23,5,4,0
4542.6183737502115,2,19.140414792799184,1,5,1,60,7,3,1
3925.82,1,0.0,0,7,3,35,4,4,0
2801.71,0,9.0,2,7,1,73,7,4,0
1656.37,2,22.0,0,2,0,61,10,4,0
2789.1447626384506,1,20.066054231912,0,3,0,10,9,3,1
596.2609437060707,3,17.376449869804045,0,0,1,79,11,1,1
4066.997795284826,1,11.848996589619112,2,0,0,62,4,1,1
4770.808453222101,2,15.326864826300119,0,2,1,26,7,1,1
898.25,3,1.0,2,8,3,30,7,4,0
2693.6519834153687,3,8.489005700060797,1,7,1,35,10,1,1
608.14,1,15.0,1,6,2,105,4,1,0
309.0,0,17.0,2,2,1,103,14,4,0
1434.3382606737675,0,4.087887028449901,0,4,1,64,3,0,1
4648.342284651197,3,16.835058799649122,0,3,3,105,7,0,1
385.38,4,8.0,2,6,0,77,5,3,0
2458.593720731263,2,18.40919134674184,0,7,1,70,2,0,1
1861.290840133554,2,13.586338735495515,0,5,1,98,12,1,1
1078.48,1,10.0,2,6,0,70,5,1,0
2312.76,2,6.0,2,1,2,52,6,5,0
109.92,0,23.0,0,2,0,90,14,3,0
157.8847547529934,3,14.847633923181485,1,2,2,76,7,0,1
1634.28603490233,1,15.423304599482544,0,2,2,75,2,3,1
4058.88,1,19.0,1,5,4,26,9,0,0
436.99,2,3.0,0,2,2,25,4,3,0
1352.391917179313,3,12.34913617118379,0,3,0,58,7,0,1
2558.2404037487795,3,2.572440378250347,1,4,4,96,5,0,1
3738.2436697044004,3,17.370214523609036,2,4,2,74,2,0,1
3092.6533218022864,4,8.165852978476126,0,6,3,58,10,4,1
286.14988162606323,1,12.394606956754812,0,3,0,88,13,1,1
536.59,1,23.0,0,3,1,10,14,1,0
3391.7369335484354,1,5.99574103949332,2,5,1,51,5,0,1
181.88,1,16.0,2,4,3,79,6,4,0
3513.44,3,11.0,1,3,0,99,8,4,0
141.42989082049857,3,5.369111460327799,0,6,2,31,12,4,1
148.54,2,17.0,1,1,2,59,2,0,0
4573.52,4,17.0,0,4,1,93,11,0,0
3969.77,2,18.0,0,5,2,61,13,1,0
4423.59,4,5.0,1,3,3,28,8,0,0
2402.12,3,22.0,0,6,4,33,2,0,0
4835.76,4,1.0,0,3,1,58,4,3,0
4629.01434727178,3,16.692959333602325,0,2,2,82,2,2,1
2740.64,4,7.0,2,2,4,34,7,3,0
945.7290346949359,2,17.21521328330227,3,3,3,32,12,4,1
2488.66,3,19.0,0,7,3,90,7,1,0
4925.297556330782,2,10.214209073765653,0,6,2,51,4,4,1
3861.11,1,19.0,4,6,0,70,7,5,0
4926.330869171538,1,2.489478526053116,0,2,3,88,8,0,1
4685.932367328459,0,8.905234501748385,1,2,2,7,9,2,1
530.42,0,6.0,2,0,3,61,4,3,0
874.85,0,17.0,1,1,1,78,12,3,0
3494.76,1,8.0,0,8,2,58,9,3,0
77.18846640305163,2,12.655648853481685,1,3,1,19,7,3,1
266.7828459048709,3,17.45001618652906,1,6,0,99,3,3,1
3279.69,3,16.0,1,0,2,71,13,1,0
1723.37,2,14.0,2,1,1,50,6,1,0
1582.4,3,18.0,0,5,2,95,14,1,0
3503.63,4,0.0,0,7,3,13,2,3,0
3415.05,2,7.0,2,7,4,42,9,2,0
4926.1,1,1.0,0,3,4,90,9,0,1
2488.1305754847435,0,13.915283154184,0,1,1,70,2,2,1
4446.82,1,8.0,0,6,0,1,8,1,0
3307.207865885597,2,15.56268222065619,1,2,0,71,3,4,1
2460.5336906680723,3,6.517292313416554,0,5,3,39,7,2,1
793.22,1,3.0,2,2,2,69,9,3,0
199.18030639765135,2,9.69614998912277,2,0,1,111,9,0,1
1934.42,4,14.0,0,1,1,37,11,4,0
4818.63,0,15.0,3,3,1,32,4,5,0
4001.981489246909,3,11.696137336947384,1,6,1,15,10,2,1
2898.6306335513973,3,5.124125327762221,1,3,2,14,7,1,1
580.910246254558,3,11.774384363604891,1,1,2,10,7,1,1
1097.4833870714915,3,6.816667042420788,0,1,1,97,8,2,1
1062.16,0,15.0,2,1,0,106,6,1,0
49997.8,1,22.80076670632357,2,8,2,5,4,2,1
3653.4468586167413,4,12.160473975654773,0,1,0,82,2,3,1
1156.5567360178736,3,15.692487380521747,0,1,1,69,9,0,1
2268.81,0,22.0,1,0,2,115,2,0,0
3924.2082513572427,3,8.109952566020556,0,1,1,20,8,2,1
3685.83,4,16.0,2,3,4,39,10,3,0
2948.32,0,13.0,3,1,3,85,6,0,0
200.79032548757544,0,5.477416124916163,1,3,2,37,4,4,1
782.95,3,10.0,0,2,4,86,8,5,0
2090.62,0,11.0,2,3,3,43,2,5,0
1414.4610210252092,2,1.5520293289984766,1,0,0,41,1,3,1
889.1633419233214,2,10.792849254092575,0,5,3,46,11,0,1
644.07,1,5.0,0,4,2,118,5,3,0
1297.52329612169,3,12.204062251337238,0,1,1,33,9,1,1
4654.26706585483,3,15.439074901138746,1,3,1,104,5,0,1
4159.983851622018,0,9.676580702014803,0,7,2,55,3,0,1
2632.7244709372103,0,11.875778033514049,0,4,1,27,10,1,1
1189.357562207267,0,19.985319209504418,2,4,2,33,7,0,1
2324.8419560376337,2,11.441274020189983,0,3,2,1,8,1,1
4705.137437826437,1,13.652960583945331,3,2,1,68,8,0,1
3022.100861223397,2,14.316793599110454,1,4,1,108,8,1,1
4361.313154063005,3,19.924905505558087,2,0,1,3,1,0,1
3267.29,2,9.0,0,3,4,59,12,0,0
2632.99,2,7.0,3,3,4,91,13,4,0
1521.25,0,14.0,1,6,0,97,8,0,0
3668.7312040981537,3,14.70875142297,1,6,2,113,4,2,1
698.1046498667896,3,7.929730167909902,1,4,1,55,5,0,1
466.300052871607,0,11.14237234763163,2,2,1,26,4,0,1
1149.8809832234297,1,7.065689101638728,1,2,3,43,1,2,1
3626.554873208656,2,9.30372637353539,2,1,3,111,3,0,1
423.19,3,3.0,0,1,2,82,7,2,0
3892.1765975952508,2,22.61344936055409,1,1,0,3,11,3,1
1583.1212468221124,2,19.473459215057495,0,6,1,93,8,1,1
1911.7814333493138,3,14.459707311848945,1,1,0,75,5,3,1
4944.750822370377,2,9.816714639923958,2,6,1,58,3,4,1
3869.75,0,17.0,2,7,3,34,5,1,0
755.23,3,21.0,0,8,3,91,5,1,0
142.13,0,6.0,0,3,2,80,4,2,0
2747.05,3,9.0,2,7,4,48,1,3,0
4314.053846491892,0,8.317481701745148,3,4,2,75,13,4,1
2895.09,4,11.0,0,7,1,6,8,0,0
3519.652125896822,2,7.352450738232875,1,1,3,24,3,0,1
2506.0502344557262,3,2.9207431289500674,3,6,1,55,13,1,1
1791.05,0,19.0,0,7,0,19,9,0,0
898.03,4,6.0,1,0,3,58,4,0,0
1161.4555748938474,2,2.081009194814629,2,0,3,69,4,3,1
4698.82942699953,0,20.619806556381373,0,7,0,62,10,1,1
2689.9394449810047,4,3.0720982825924663,1,3,1,47,5,2,1
1550.84,3,0.0,1,7,0,68,12,0,0
2158.22,2,13.0,0,4,4,83,7,4,0
3561.978817849093,1,5.945739335414804,1,5,0,104,11,1,1
828.96,0,5.0,1,4,0,92,5,4,0
2859.25,0,19.0,2,8,3,98,4,0,0
600.21,3,23.0,1,4,3,91,14,3,0
3565.06,3,14.0,1,6,3,65,3,0,1
1917.05,1,22.0,2,4,2,47,7,0,1
2258.9010265301813,2,6.0978348407943,1,5,2,105,1,4,1
4012.36,1,2.0,2,8,4,26,3,4,0
61.02642361585825,0,5.338355735541648,3,1,1,31,12,1,1
4865.412217203607,0,12.029474248165084,2,0,1,62,3,2,1
683.53,4,1.0,0,4,3,56,14,0,0
616.94,2,15.0,2,1,2,65,1,0,0
1963.61,3,4.0,1,3,0,48,7,3,0
49997.8,2,2.480632772472383,1,4,1,42,1,3,1
373.15,1,8.0,0,3,3,12,14,0,0
2994.72,3,8.0,0,4,1,50,6,3,0
3890.71,0,10.0,0,7,0,64,13,3,0
455.40439086076634,0,3.580719725734313,0,3,1,97,11,1,1
4074.606149518238,1,16.258856499388365,1,1,0,48,4,2,1
1888.57,3,4.0,0,6,3,14,5,0,0
1557.96,1,7.0,1,8,0,94,9,1,0
443.57,3,0.0,2,0,1,55,13,0,0
480.61756044544865,2,15.042846116601284,1,1,2,92,6,0,1
875.2159922554122,0,14.146581851309508,2,4,3,31,5,1,1
441.17206902136513,0,14.604670061917222,2,1,0,71,6,4,1
2293.572569488358,3,16.174036538494466,1,2,1,18,7,2,1
709.5577967585821,2,6.4180659038148935,1,4,1,24,8,3,1
4232.3488511001615,1,8.065961120816699,2,1,2,103,13,3,1
1803.88,0,9.0,0,5,0,109,6,2,0
139.71097797832527,1,11.0,0,4,3,45,11,2,1
4682.56306702187,3,9.05473403786458,2,1,1,30,13,1,1
684.7372372469083,2,9.856201303393293,1,1,1,98,9,2,1
2376.71,3,17.0,0,8,0,54,8,4,0
4996.080648811183,0,6.895627717693526,0,1,1,35,10,0,1
4467.159132782961,0,20.0,0,1,0,41,12,2,1
3867.981709526964,3,4.643352815940184,0,4,2,13,5,1,1
4713.040822912116,3,2.3703360035460554,0,4,1,113,6,2,1
3042.7678526663826,2,4.2438798198235475,1,1,2,28,13,2,1
3709.76,1,14.0,2,0,4,36,1,1,0
1835.26,1,3.0,0,1,4,88,6,3,0
2975.47,3,18.0,2,3,2,20,2,2,0
1052.9082268487325,1,14.441606053406504,1,5,0,72,6,3,1
3351.3,2,14.0,1,6,0,15,8,0,0
1201.0441126724256,3,13.76716549926104,0,3,2,47,10,2,1
799.5048886398486,2,7.608751630146388,1,1,1,89,9,2,1
4819.87,0,13.0,2,7,0,65,6,5,0
2907.2638397866567,1,20.470511111901743,1,3,2,60,13,3,1
211.72,4,21.0,1,6,4,119,8,4,0
4550.45,4,14.0,2,7,3,45,8,4,0
374.25,0,14.0,0,3,2,95,1,4,0
3165.5200703893393,2,15.283192171559639,3,4,3,40,7,0,1
1567.816004584757,0,14.306762170917093,0,1,2,117,11,0,1
1603.5610892315249,1,17.53211596405793,0,4,1,89,2,3,1
920.9289352427384,2,16.793996598016125,1,7,3,49,6,3,1
3788.72,0,18.0,0,7,1,9,13,4,0
4922.112067975372,1,18.05349862411205,2,7,0,59,5,4,1
3378.04,0,19.0,2,7,2,114,14,1,0
4228.933032751934,2,12.632328186648447,2,1,2,108,9,4,1
2674.92,4,15.0,1,2,2,32,12,4,0
3824.58,1,9.0,1,7,0,16,8,5,0
3678.3625325555804,3,4.462268267246415,3,0,0,49,9,0,1
4921.206517687607,2,16.082042098855013,2,7,0,53,5,3,1
4936.64,1,12.0,0,3,3,21,1,2,0
2612.91,2,8.0,1,1,0,101,12,3,0
1277.45,4,14.0,2,2,2,78,4,4,1
3131.5886106304456,0,17.039686234549638,0,5,0,101,12,3,1
3913.02,2,12.0,0,0,4,51,14,0,0
1348.48,3,19.0,2,5,0,54,12,0,1
4360.969240166844,1,18.85408494960273,4,3,2,97,12,1,1
1552.1203193273857,2,18.29675749083153,1,1,4,25,5,3,1
540.0937745833326,2,2.650513850574812,2,0,2,7,10,4,1
1698.768244891878,0,18.385587775938216,0,2,0,103,8,4,1
3326.3,3,15.0,1,4,1,80,11,4,0
2118.14,1,0.0,1,5,2,63,10,2,0
3386.44,2,5.0,2,3,2,116,9,3,0
2534.345360080988,2,10.573451748700158,1,3,1,91,8,0,1
1449.02,2,6.0,0,7,1,33,6,4,0
1333.49,0,12.0,3,1,0,46,9,0,0
2130.7375986425563,0,18.702049541739,1,3,4,5,7,3,1
2006.1533980274512,2,10.032277556734261,0,3,1,111,13,1,1
3719.713484004355,3,2.0,1,5,0,68,5,0,1
4889.26,4,9.0,0,2,3,33,8,0,0
1468.6,3,10.0,0,6,2,95,10,4,1
2604.86455395408,3,4.446046480969061,1,5,1,14,7,3,1
850.6488967720031,0,3.3499881126789806,2,3,2,44,3,0,1
2098.781929527675,3,12.675390183581882,1,6,1,7,10,3,1
2890.689859045528,2,5.4751497909854185,1,5,2,70,9,3,1
676.84,1,18.0,4,4,2,43,6,4,1
107.36,1,20.0,1,3,0,78,5,4,0
